# power spectrum of hij
# redshift z=50.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.235571e-01   5.039441e-25   2.145032e-04   2.215217e-26   288
  4.245041e-01   4.791482e-25   2.238525e-04   1.930919e-26   288
  4.254743e-01   4.194896e-25   2.251410e-04   1.345191e-26   432
  4.268815e-01   4.361494e-25   2.129084e-04   2.117726e-26   216
  4.276334e-01   4.135004e-25   2.124592e-04   1.612907e-26   360
  4.289721e-01   4.447675e-25   2.073582e-04   1.737354e-26   312
  4.301803e-01   4.789432e-25   0.000000e+00   4.719591e-26   48
  4.308767e-01   4.118256e-25   2.223178e-04   1.451793e-26   432
  4.321240e-01   4.037133e-25   3.708284e-04   1.385836e-26   414
  4.328606e-01   4.636653e-25   1.956255e-08   1.897930e-26   312
  4.342347e-01   3.898107e-25   3.253813e-04   1.195062e-26   528
  4.351620e-01   4.139824e-25   1.707976e-04   1.758268e-26   264
  4.362761e-01   4.106700e-25   2.025191e-04   1.424059e-26   480
  4.377318e-01   3.838984e-25   0.000000e+00   1.591384e-26   288
  4.383604e-01   4.542547e-25   2.176005e-04   2.282802e-26   168
  4.395105e-01   4.182312e-25   3.444610e-04   1.461176e-26   504
  4.408036e-01   4.075709e-25   7.492773e-09   2.332859e-26   144
  4.416171e-01   3.728235e-25   2.212265e-04   1.182946e-26   464
  4.428396e-01   3.406501e-25   3.246624e-04   1.232959e-26   432
  4.434197e-01   3.925475e-25   5.619580e-09   2.026769e-26   192
  4.449189e-01   3.832898e-25   2.406833e-04   1.725158e-26   396
  4.458042e-01   3.269177e-25   2.162000e-04   1.416613e-26   288
  4.466990e-01   3.530304e-25   2.135686e-04   1.329373e-26   336
  4.481283e-01   3.398301e-25   1.352359e-04   1.205161e-26   432
  4.490354e-01   3.543986e-25   3.505126e-04   1.274508e-26   360
  4.500539e-01   3.390073e-25   2.073334e-04   1.297287e-26   384
  4.515004e-01   3.327082e-25   1.830116e-04   1.960917e-26   198
  4.521974e-01   3.502128e-25   2.080246e-04   1.109224e-26   552
  4.534970e-01   3.144450e-25   2.912202e-04   1.054809e-26   432
  4.545821e-01   3.284942e-25   0.000000e+00   1.999929e-26   168
  4.554927e-01   3.094115e-25   3.610065e-04   1.114012e-26   480
  4.566974e-01   3.434827e-25   0.000000e+00   2.091777e-26   120
  4.572396e-01   2.861322e-25   2.948545e-04   1.181249e-26   336
  4.585628e-01   3.166513e-25   2.080152e-04   8.737052e-27   672
  4.598711e-01   3.221777e-25   3.025866e-04   1.011331e-26   528
  4.604805e-01   2.835535e-25   9.082613e-09   1.556705e-26   168
  4.618883e-01   3.024493e-25   3.375333e-04   1.154790e-26   456
  4.627474e-01   2.974272e-25   2.061344e-04   1.505694e-26   168
  4.636392e-01   3.208544e-25   2.057643e-04   1.107708e-26   504
  4.651216e-01   2.657121e-25   2.647872e-04   1.110604e-26   336
  4.660180e-01   2.848955e-25   1.908802e-04   1.278370e-26   312
  4.670124e-01   2.585894e-25   1.865029e-04   8.850422e-27   504
  4.683210e-01   2.543435e-25   1.294009e-04   8.356453e-27   432
  4.689362e-01   2.950424e-25   1.999672e-04   1.098165e-26   312
  4.702151e-01   2.526218e-25   2.049761e-04   1.090855e-26   384
  4.715504e-01   2.179596e-25   1.741510e-04   1.274592e-26   126
  4.723748e-01   2.186065e-25   3.057676e-04   7.340013e-27   492
  4.734278e-01   2.335364e-25   1.958445e-04   8.229850e-27   528
  4.747438e-01   2.329518e-25   1.989360e-04   8.260560e-27   480
